source,name,misc,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,07:15-08:15,0,0,0,211,393,0,301,0,57,0,201,68,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,07:30-07:45,0,0,0,51,83,0,66,0,20,0,57,22,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,07:30-08:30,0,0,0,232,426,0,372,1,61,0,189,86,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,07:45-08:00,0,0,0,64,122,0,97,0,6,0,50,16,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,07:45-08:45,0,0,0,260,483,0,383,4,57,0,189,82,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,08:00-08:15,0,0,0,56,96,0,91,0,16,0,49,22,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,08:00-09:00,0,0,0,252,453,0,374,4,66,0,181,82,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,08:15-08:30,0,0,0,61,125,0,118,1,19,0,33,26,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,08:30-08:45,0,0,0,79,140,0,77,3,16,0,57,18,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,08:45-09:00,0,0,0,56,92,0,88,0,15,0,42,16,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,14:30-14:45,0,0,0,22,54,0,61,0,4,0,29,8,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,14:30-15:30,0,0,0,108,273,0,304,1,32,0,152,43,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,14:45-15:00,0,0,0,27,57,0,73,0,7,0,42,11,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,14:45-15:45,0,0,0,117,331,0,318,2,37,0,172,56,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:00-15:15,0,0,0,29,76,0,81,0,12,0,40,12,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:00-16:00,0,0,0,124,377,0,302,2,39,0,185,63,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:15-15:30,0,0,0,30,86,0,89,1,9,0,41,12,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:15-16:15,0,0,0,125,387,0,278,3,37,0,199,72,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:30-15:45,0,0,0,31,112,0,75,1,9,0,49,21,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:30-16:30,0,0,0,122,385,0,257,2,40,0,228,78,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:45-16:00,0,0,0,34,103,0,57,0,9,0,55,18,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,15:45-16:45,0,0,0,133,354,0,262,2,42,0,236,67,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:00-16:15,0,0,0,30,86,0,57,1,10,0,54,21,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:00-17:00,0,0,0,148,333,0,277,3,38,0,243,71,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:15-16:30,0,0,0,27,84,0,68,0,12,0,70,18,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:15-17:15,0,0,0,150,341,0,307,2,37,0,254,78,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:30-16:45,0,0,0,42,81,0,80,1,11,0,57,10,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:30-17:30,0,0,0,167,343,0,323,3,32,0,267,80,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:45-17:00,0,0,0,49,82,0,72,1,5,0,62,22,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,16:45-17:45,0,0,0,159,340,0,339,2,30,0,297,97,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,17:00-17:15,0,0,0,32,94,0,87,0,9,0,65,28,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,17:00-18:00,0,0,0,148,318,0,365,2,32,0,304,106,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,17:15-17:30,0,0,0,44,86,0,84,1,7,0,83,20,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,17:30-17:45,0,0,0,34,78,0,96,0,9,0,87,27,,,,,,,,,,
misc/120822 Nueva School Preliminary Plan Submission - Attached Reports.txt,I-280 NB ON-OFF RAMPS / HAYNE ROAD,x,THURSADT MAY 10 2012,17:45-18:00,0,0,0,38,60,0,98,1,7,0,69,31,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:00-07:15,3,36,1,1,9,1,1,9,0,2,3,0,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:00-08:00,13,255,15,14,35,9,4,52,8,20,93,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:15-07:30,2,59,2,1,5,4,1,15,2,3,12,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:15-08:15,17,323,20,33,45,10,5,73,11,25,125,6,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:30-07:45,3,83,5,1,9,2,2,11,2,8,25,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:30-08:30,25,359,27,38,43,6,7,82,17,34,128,8,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:45-08:00,5,77,7,11,12,2,0,17,4,7,53,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,07:45-08:45,25,366,27,40,43,5,7,98,23,38,111,8,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:00-08:15,7,104,6,20,19,2,2,30,3,7,35,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:00-09:00,22,357,22,31,38,3,7,110,21,37,64,10,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:15-08:30,10,95,9,6,3,0,3,24,8,12,15,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:15-09:15,18,332,18,11,24,3,5,114,21,37,35,9,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:30-08:45,3,90,5,3,9,1,2,27,8,12,8,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:30-09:30,11,306,12,7,24,5,6,110,15,27,21,8,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:45-09:00,2,68,2,2,7,0,0,29,2,6,6,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,08:45-09:45,11,253,7,5,18,7,4,100,11,19,19,8,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:00-09:15,3,79,2,0,5,2,0,34,3,7,6,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:00-10:00,11,256,9,4,17,11,4,92,12,16,19,8,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:15-09:30,3,69,3,2,3,2,4,20,2,2,1,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:15-10:15,11,219,7,6,19,10,5,66,11,13,18,7,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:30-09:45,3,37,0,1,3,3,0,17,4,4,6,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:30-10:30,8,202,5,4,19,8,3,77,10,15,21,5,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:45-10:00,2,71,4,1,6,4,0,21,3,3,6,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,09:45-10:45,7,212,6,7,19,7,5,93,7,15,21,5,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:00-10:15,3,42,0,2,7,1,1,8,2,4,5,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:00-11:00,7,194,2,8,15,3,6,109,4,12,23,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:15-10:30,0,52,1,0,3,0,2,31,1,4,4,0,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:15-11:15,6,194,3,7,12,3,5,122,3,9,23,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:30-10:45,2,47,1,4,3,2,2,33,1,4,6,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:30-11:30,8,192,5,9,12,4,3,127,5,8,25,3,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:45-11:00,2,53,0,2,2,0,1,37,0,0,8,0,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,10:45-11:45,9,175,5,7,11,4,2,132,10,4,28,4,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:00-11:15,2,42,1,1,4,1,0,21,1,1,5,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:00-12:00,9,162,6,5,15,5,1,125,11,6,33,5,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:15-11:30,2,50,3,2,3,1,0,36,3,3,6,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:15-12:15,7,152,9,7,15,5,3,141,10,8,33,5,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:30-11:45,3,30,1,2,2,2,1,38,6,0,9,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:30-12:30,8,145,6,5,15,4,4,137,10,10,37,6,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:45-12:00,2,40,1,0,6,1,0,30,1,2,13,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,11:45-12:45,7,161,5,4,16,4,5,136,6,11,34,6,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:00-12:15,0,32,4,3,4,1,2,37,0,3,5,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:00-13:00,7,156,4,4,18,6,6,141,5,14,27,7,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:15-12:30,3,43,0,0,3,0,1,32,3,5,10,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:15-13:15,9,156,1,3,15,5,5,134,6,13,27,27,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:30-12:45,2,46,0,1,3,2,2,37,2,1,6,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,12:45-13:00,2,35,0,0,8,3,1,35,0,5,6,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,13:00-13:15,2,32,1,2,1,0,1,30,1,2,5,33,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,13:15-13:30,1,47,0,0,4,3,1,33,3,1,1,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,13:30-13:45,4,33,1,0,6,0,1,38,3,6,2,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,13:45-14:00,3,50,3,0,4,3,1,41,6,3,7,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,14:00-14:15,0,38,1,0,3,0,2,37,1,8,6,1,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,14:15-14:30,1,40,0,0,9,2,1,48,2,2,10,0,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,14:30-14:45,1,33,2,6,18,1,3,43,3,9,11,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,14:45-15:00,5,51,0,3,11,2,3,33,2,6,7,2,,,,,,,,,,
misc/1211 LincolnNTMP_memo_201301301417498927.txt,RICHMOND STREET / LINCOLN AVENUE,x,TUESDAY APRIL 24 2012,15:00-15:15,1,42,1,0,4,2,1,47,6,6,5,3,,,,,,,,,,
